cervix_area,os_area,walls_area,speculum_area,artifacts_area,cervix_artifacts_area,os_artifacts_area,walls_artifacts_area,speculum_artifacts_area,cervix_specularities_area,os_specularities_area,walls_specularities_area,speculum_specularities_area,specularities_area,area_h_max_diff,rgb_cervix_r_mean,rgb_cervix_r_std,rgb_cervix_r_mean_minus_std,rgb_cervix_r_mean_plus_std,rgb_cervix_g_mean,rgb_cervix_g_std,rgb_cervix_g_mean_minus_std,rgb_cervix_g_mean_plus_std,rgb_cervix_b_mean,rgb_cervix_b_std,rgb_cervix_b_mean_minus_std,rgb_cervix_b_mean_plus_std,rgb_total_r_mean,rgb_total_r_std,rgb_total_r_mean_minus_std,rgb_total_r_mean_plus_std,rgb_total_g_mean,rgb_total_g_std,rgb_total_g_mean_minus_std,rgb_total_g_mean_plus_std,rgb_total_b_mean,rgb_total_b_std,rgb_total_b_mean_minus_std,rgb_total_b_mean_plus_std,hsv_cervix_h_mean,hsv_cervix_h_std,hsv_cervix_s_mean,hsv_cervix_s_std,hsv_cervix_v_mean,hsv_cervix_v_std,hsv_total_h_mean,hsv_total_h_std,hsv_total_s_mean,hsv_total_s_std,hsv_total_v_mean,hsv_total_v_std,fit_cervix_hull_rate,fit_cervix_hull_total,fit_cervix_bbox_rate,fit_cervix_bbox_total,fit_circle_rate,fit_circle_total,fit_ellipse_rate,fit_ellipse_total,fit_ellipse_goodness,dist_to_center_cervix,dist_to_center_os,experts::0,experts::1,experts::2,experts::3,experts::4,consensus
0.16666666666666666 - 0.3333333333333333,< 0.00377166777435,< 0.16666666666666666,≥ 0.5025221505816666,< 0.08379716000333333,< 0.049370177122833335,< 0.10829806233716668,< 0.12757154200566667,< 0.162306219516,0.02769128050456666 - 0.04153692075684999,0.025747728269333 - 0.051495456538667,< 0.0068983261326666665,0.06132452215366666 - 0.12264904430733332,0.028039691091966662 - 0.04205953663795,0.20942592355933332 - 0.314138885339,110.75721349733334 - 138.4465168716667,39.1333811558 - 48.916726444750005,78.776051677 - 101.3148610415,≥ 175.36466699750002,151.73517333466665 - 189.66896666833333,54.034137948599984 - 67.54267243574998,93.401733120475 - 125.84717424431668,≥ 234.40073039249998,41.11532250855 - 54.8204300114,21.06908314565 - 28.09211086086667,11.236022721659998 - 21.743863069244995,55.912629434500005 - 74.55017257933333,79.38716162136066 - 99.19179452768033,≥ 60.356080943413346,14.264629348566668 - 29.49154182545,≥ 142.93673530684333,119.59419185140598 - 149.40728064620296,≥ 83.68775773796166,14.866046116675001 - 36.72503732934,≥ 204.212446383415,25.604042172803993 - 38.31553989517799,36.134511274603334 - 44.42481611155167,-14.198617008533333 - -3.1125123927666642,58.01677176643 - 76.30424947028665,≥ 5.46643664741,≥ 2.5894939495416662,162.685830154 - 203.3572876925,12.68762079885 - 25.3752415977,151.7382746273333 - 189.67284328416665,54.02233012979999 - 67.52791266224999,≥ 5.398291598151667,≥ 2.9582336818333332,166.64282711277332 - 206.3002873563867,32.19081827683333 - 47.15959243186667,119.60942908326166 - 149.4172136231308,≥ 83.68610154687333,≥ 0.8464093232333332,0.1654768318965 - 0.330953663793,0.6718662897666667 - 0.8398328622083334,0.1660712390608334 - 0.3321424781216667,≥ 0.65918443921,< 0.2992588619283334,≥ 0.8894183045499999,0.15683267208733337 - 0.31366534417466674,< 83.1108419705,< 0.25887502131333334,< 0.28700210231583334,0.0,0.0,1.0,1.0,1.0,1.0
0.3333333333333333 - 0.5,0.00377166777435 - 0.0075433355487,< 0.16666666666666666,0.20100886023266665 - 0.301513290349,< 0.08379716000333333,< 0.049370177122833335,< 0.10829806233716668,< 0.12757154200566667,< 0.162306219516,0.01384564025228333 - 0.02769128050456666,0.025747728269333 - 0.051495456538667,< 0.0068983261326666665,< 0.06132452215366666,< 0.014019845545983331,0.10471296177966666 - 0.20942592355933332,110.75721349733334 - 138.4465168716667,29.35003586685 - 39.1333811558,78.776051677 - 101.3148610415,140.291733598 - 175.36466699750002,151.73517333466665 - 189.66896666833333,40.52560346144999 - 54.034137948599984,125.84717424431668 - 158.29261536815835,187.520584314 - 234.40073039249998,41.11532250855 - 54.8204300114,21.06908314565 - 28.09211086086667,11.236022721659998 - 21.743863069244995,55.912629434500005 - 74.55017257933333,59.582528715040986 - 79.38716162136066,48.84238551372667 - 60.356080943413346,-0.962283128316665 - 14.264629348566668,114.94063500368667 - 142.93673530684333,89.781103056609 - 119.59419185140598,≥ 83.68775773796166,14.866046116675001 - 36.72503732934,164.29360982583 - 204.212446383415,12.892544450429996 - 25.604042172803993,19.553901600706666 - 27.844206437655,-14.198617008533333 - -3.1125123927666642,39.72929406257333 - 58.01677176643,≥ 5.46643664741,≥ 2.5894939495416662,162.685830154 - 203.3572876925,25.3752415977 - 38.06286239655,151.7382746273333 - 189.67284328416665,40.51674759734999 - 54.02233012979999,≥ 5.398291598151667,2.4452393002466666 - 2.5734878956433334,126.98536686915998 - 166.64282711277332,≥ 92.06591489696667,89.8016445433925 - 119.60942908326166,≥ 83.68610154687333,≥ 0.8464093232333332,0.330953663793 - 0.4964304956895,≥ 0.8398328622083334,0.3321424781216667 - 0.4982137171825001,≥ 0.65918443921,0.2992588619283334 - 0.5985177238566667,≥ 0.8894183045499999,0.31366534417466674 - 0.4704980162620001,83.1108419705 - 166.221683941,0.25887502131333334 - 0.4071000170506666,0.28700210231583334 - 0.4296016818526666,1.0,1.0,1.0,1.0,1.0,1.0
0.16666666666666666 - 0.3333333333333333,0.00377166777435 - 0.0075433355487,< 0.16666666666666666,0.20100886023266665 - 0.301513290349,< 0.08379716000333333,0.049370177122833335 - 0.09874035424566667,< 0.10829806233716668,< 0.12757154200566667,< 0.162306219516,< 0.01384564025228333,< 0.025747728269333,< 0.0068983261326666665,0.12264904430733332 - 0.183973566461,0.028039691091966662 - 0.04205953663795,0.20942592355933332 - 0.314138885339,83.067910123 - 110.75721349733334,29.35003586685 - 39.1333811558,33.698432948000004 - 56.23724231250001,105.2188001985 - 140.291733598,113.80138000099998 - 151.73517333466665,40.52560346144999 - 54.034137948599984,60.95629199663335 - 93.401733120475,187.520584314 - 234.40073039249998,13.70510750285 - 27.4102150057,14.046055430433334 - 21.06908314565,0.728182374074999 - 11.236022721659998,37.27508628966667 - 55.912629434500005,59.582528715040986 - 79.38716162136066,48.84238551372667 - 60.356080943413346,-0.962283128316665 - 14.264629348566668,86.94453470053001 - 114.94063500368667,89.781103056609 - 119.59419185140598,67.80549157502334 - 83.68775773796166,36.72503732934 - 58.584028542004994,164.29360982583 - 204.212446383415,12.892544450429996 - 25.604042172803993,36.134511274603334 - 44.42481611155167,< -14.198617008533333,58.01677176643 - 76.30424947028665,≥ 5.46643664741,≥ 2.5894939495416662,≥ 203.3572876925,12.68762079885 - 25.3752415977,113.80370597049999 - 151.7382746273333,40.51674759734999 - 54.02233012979999,≥ 5.398291598151667,2.8299850864366665 - 2.9582336818333332,≥ 206.3002873563867,62.1283665869 - 77.09714074193334,89.8016445433925 - 119.60942908326166,67.81352163034667 - 83.68610154687333,≥ 0.8464093232333332,0.1654768318965 - 0.330953663793,0.6718662897666667 - 0.8398328622083334,0.3321424781216667 - 0.4982137171825001,0.527347551368 - 0.65918443921,0.2992588619283334 - 0.5985177238566667,≥ 0.8894183045499999,0.15683267208733337 - 0.31366534417466674,< 83.1108419705,0.5553250127880001 - 0.7035500085253333,0.5722012613895 - 0.7148008409263333,0.0,1.0,1.0,1.0,1.0,1.0
0.3333333333333333 - 0.5,0.01131500332305 - 0.0150866710974,0.16666666666666666 - 0.3333333333333333,0.301513290349 - 0.4020177204653333,< 0.08379716000333333,< 0.049370177122833335,< 0.10829806233716668,< 0.12757154200566667,< 0.162306219516,< 0.01384564025228333,< 0.025747728269333,< 0.0068983261326666665,< 0.06132452215366666,< 0.014019845545983331,0.314138885339 - 0.41885184711866663,110.75721349733334 - 138.4465168716667,29.35003586685 - 39.1333811558,78.776051677 - 101.3148610415,140.291733598 - 175.36466699750002,≥ 189.66896666833333,40.52560346144999 - 54.034137948599984,≥ 158.29261536815835,≥ 234.40073039249998,41.11532250855 - 54.8204300114,14.046055430433334 - 21.06908314565,21.743863069244995 - 32.25170341683,55.912629434500005 - 74.55017257933333,79.38716162136066 - 99.19179452768033,48.84238551372667 - 60.356080943413346,29.49154182545 - 44.718454302333335,114.94063500368667 - 142.93673530684333,119.59419185140598 - 149.40728064620296,67.80549157502334 - 83.68775773796166,58.584028542004994 - 80.44301975467,≥ 204.212446383415,25.604042172803993 - 38.31553989517799,19.553901600706666 - 27.844206437655,7.973592223000004 - 19.05969683876667,39.72929406257333 - 58.01677176643,≥ 5.46643664741,≥ 2.5894939495416662,162.685830154 - 203.3572876925,12.68762079885 - 25.3752415977,≥ 189.67284328416665,40.51674759734999 - 54.02233012979999,≥ 5.398291598151667,≥ 2.9582336818333332,166.64282711277332 - 206.3002873563867,< 32.19081827683333,119.60942908326166 - 149.4172136231308,67.81352163034667 - 83.68610154687333,≥ 0.8464093232333332,0.330953663793 - 0.4964304956895,0.503899717325 - 0.6718662897666667,0.4982137171825001 - 0.6642849562433334,0.395510663526 - 0.527347551368,0.5985177238566667 - 0.897776585785,≥ 0.8894183045499999,0.31366534417466674 - 0.4704980162620001,249.3325259115 - 332.443367882,0.4071000170506666 - 0.5553250127880001,0.4296016818526666 - 0.5722012613895,0.0,0.0,0.0,1.0,1.0,0.0
0.6666666666666666 - 0.8333333333333333,0.0150866710974 - 0.01885833887175,< 0.16666666666666666,< 0.10050443011633332,< 0.08379716000333333,< 0.049370177122833335,< 0.10829806233716668,< 0.12757154200566667,< 0.162306219516,< 0.01384564025228333,< 0.025747728269333,< 0.0068983261326666665,< 0.06132452215366666,< 0.014019845545983331,0.10471296177966666 - 0.20942592355933332,< 27.689303374333335,< 9.78334528895,< 11.159623583500002,< 35.0729333995,< 37.933793333666664,13.508534487149996 - 27.017068974299992,< 28.510850872791668,< 46.8801460785,< 13.70510750285,7.023027715216667 - 14.046055430433334,< 0.728182374074999,< 18.637543144833334,< 19.973262902401665,< 14.301299224666668,< -0.962283128316665,< 30.95233409421667,< 30.154925467014998,< 20.158693086208338,< 14.866046116675001,< 44.537100153075,< 12.892544450429996,< 11.263596763758333,-14.198617008533333 - -3.1125123927666642,< 21.441816358716665,5.00146784864 - 5.46643664741,≥ 2.5894939495416662,162.685830154 - 203.3572876925,≥ 63.43810399425,< 37.93456865683333,13.505582532449997 - 27.011165064899995,4.949685208703333 - 5.398291598151667,2.70173649104 - 2.8299850864366665,166.64282711277332 - 206.3002873563867,77.09714074193334 - 92.06591489696667,< 30.186075463654163,< 20.195781880766667,≥ 0.8464093232333332,0.661907327586 - 0.8273841594825,≥ 0.8398328622083334,≥ 0.8303561953041667,≥ 0.65918443921,0.897776585785 - 1.1970354477133334,≥ 0.8894183045499999,0.6273306883493335 - 0.7841633604366669,< 83.1108419705,< 0.25887502131333334,< 0.28700210231583334,0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333 - 0.5,0.01131500332305 - 0.0150866710974,0.5 - 0.6666666666666666,< 0.10050443011633332,< 0.08379716000333333,0.09874035424566667 - 0.1481105313685,0.10829806233716668 - 0.21659612467433337,< 0.12757154200566667,< 0.162306219516,< 0.01384564025228333,< 0.025747728269333,< 0.0068983261326666665,< 0.06132452215366666,< 0.014019845545983331,0.20942592355933332 - 0.314138885339,< 27.689303374333335,9.78334528895 - 19.5666905779,< 11.159623583500002,< 35.0729333995,37.933793333666664 - 75.86758666733333,40.52560346144999 - 54.034137948599984,< 28.510850872791668,93.760292157 - 140.6404382355,< 13.70510750285,14.046055430433334 - 21.06908314565,< 0.728182374074999,18.637543144833334 - 37.27508628966667,< 19.973262902401665,< 14.301299224666668,< -0.962283128316665,< 30.95233409421667,30.154925467014998 - 59.968014261811994,36.04095924914667 - 51.923225412085,14.866046116675001 - 36.72503732934,84.45593671066001 - 124.37477326824502,< 12.892544450429996,11.263596763758333 - 19.553901600706666,-14.198617008533333 - -3.1125123927666642,21.441816358716665 - 39.72929406257333,5.00146784864 - 5.46643664741,≥ 2.5894939495416662,≥ 203.3572876925,≥ 63.43810399425,37.93456865683333 - 75.86913731366666,40.51674759734999 - 54.02233012979999,4.949685208703333 - 5.398291598151667,2.8299850864366665 - 2.9582336818333332,≥ 206.3002873563867,47.15959243186667 - 62.1283665869,30.186075463654163 - 59.99386000352333,36.068361797293335 - 51.94094171382,0.6771274585866666 - 0.8464093232333332,0.4964304956895 - 0.661907327586,0.503899717325 - 0.6718662897666667,≥ 0.8303561953041667,0.263673775684 - 0.395510663526,1.1970354477133334 - 1.4962943096416668,0.71153464364 - 0.8894183045499999,0.4704980162620001 - 0.6273306883493335,83.1108419705 - 166.221683941,< 0.25887502131333334,< 0.28700210231583334,0.0,0.0,1.0,0.0,1.0,0.0
< 0.16666666666666666,< 0.00377166777435,≥ 0.8333333333333333,< 0.10050443011633332,< 0.08379716000333333,< 0.049370177122833335,< 0.10829806233716668,< 0.12757154200566667,< 0.162306219516,< 0.01384564025228333,< 0.025747728269333,< 0.0068983261326666665,< 0.06132452215366666,< 0.014019845545983331,< 0.10471296177966666,< 27.689303374333335,< 9.78334528895,< 11.159623583500002,< 35.0729333995,< 37.933793333666664,< 13.508534487149996,< 28.510850872791668,< 46.8801460785,< 13.70510750285,< 7.023027715216667,< 0.728182374074999,< 18.637543144833334,< 19.973262902401665,14.301299224666668 - 25.81499465435334,< -0.962283128316665,< 30.95233409421667,30.154925467014998 - 59.968014261811994,51.923225412085 - 67.80549157502334,< 14.866046116675001,84.45593671066001 - 124.37477326824502,12.892544450429996 - 25.604042172803993,19.553901600706666 - 27.844206437655,-14.198617008533333 - -3.1125123927666642,21.441816358716665 - 39.72929406257333,< 3.60656145235,< 0.5178987899083333,< 40.6714575385,< 12.68762079885,< 37.93456865683333,< 13.505582532449997,4.949685208703333 - 5.398291598151667,2.70173649104 - 2.8299850864366665,166.64282711277332 - 206.3002873563867,77.09714074193334 - 92.06591489696667,30.186075463654163 - 59.99386000352333,51.94094171382 - 67.81352163034667,< 0.1692818646466666,< 0.1654768318965,< 0.1679665724416667,< 0.1660712390608334,< 0.131836887842,< 0.2992588619283334,< 0.17788366091,< 0.15683267208733337,< 83.1108419705,≥ 0.8517750042626667,≥ 0.8574004204631667,0.0,0.0,0.0,0.0,0.0,0.0
0.5 - 0.6666666666666666,0.01131500332305 - 0.0150866710974,< 0.16666666666666666,0.10050443011633332 - 0.20100886023266665,0.16759432000666666 - 0.25139148001,< 0.049370177122833335,< 0.10829806233716668,< 0.12757154200566667,< 0.162306219516,< 0.01384564025228333,< 0.025747728269333,< 0.0068983261326666665,< 0.06132452215366666,< 0.014019845545983331,0.314138885339 - 0.41885184711866663,27.689303374333335 - 55.37860674866667,9.78334528895 - 19.5666905779,11.159623583500002 - 33.698432948000004,35.0729333995 - 70.145866799,113.80138000099998 - 151.73517333466665,27.017068974299992 - 40.52560346144999,60.95629199663335 - 93.401733120475,140.6404382355 - 187.520584314,54.8204300114 - 68.52553751425,14.046055430433334 - 21.06908314565,32.25170341683 - 42.759543764415,55.912629434500005 - 74.55017257933333,19.973262902401665 - 39.777895808721325,14.301299224666668 - 25.81499465435334,-0.962283128316665 - 14.264629348566668,30.95233409421667 - 58.94843439737335,89.781103056609 - 119.59419185140598,36.04095924914667 - 51.923225412085,58.584028542004994 - 80.44301975467,124.37477326824502 - 164.29360982583,38.31553989517799 - 51.02703761755199,19.553901600706666 - 27.844206437655,19.05969683876667 - 30.145801454533334,58.01677176643 - 76.30424947028665,5.00146784864 - 5.46643664741,≥ 2.5894939495416662,162.685830154 - 203.3572876925,12.68762079885 - 25.3752415977,113.80370597049999 - 151.7382746273333,27.011165064899995 - 40.51674759734999,4.949685208703333 - 5.398291598151667,≥ 2.9582336818333332,166.64282711277332 - 206.3002873563867,32.19081827683333 - 47.15959243186667,89.8016445433925 - 119.60942908326166,36.068361797293335 - 51.94094171382,≥ 0.8464093232333332,0.4964304956895 - 0.661907327586,≥ 0.8398328622083334,0.6642849562433334 - 0.8303561953041667,0.395510663526 - 0.527347551368,1.1970354477133334 - 1.4962943096416668,≥ 0.8894183045499999,0.6273306883493335 - 0.7841633604366669,≥ 415.55420985250004,0.4071000170506666 - 0.5553250127880001,0.28700210231583334 - 0.4296016818526666,1.0,1.0,0.0,1.0,1.0,1.0
0.5 - 0.6666666666666666,0.0075433355487 - 0.01131500332305,< 0.16666666666666666,< 0.10050443011633332,0.08379716000333333 - 0.16759432000666666,< 0.049370177122833335,< 0.10829806233716668,< 0.12757154200566667,< 0.162306219516,< 0.01384564025228333,< 0.025747728269333,< 0.0068983261326666665,< 0.06132452215366666,< 0.014019845545983331,0.10471296177966666 - 0.20942592355933332,27.689303374333335 - 55.37860674866667,19.5666905779 - 29.35003586685,11.159623583500002 - 33.698432948000004,35.0729333995 - 70.145866799,75.86758666733333 - 113.80138000099998,27.017068974299992 - 40.52560346144999,28.510850872791668 - 60.95629199663335,93.760292157 - 140.6404382355,41.11532250855 - 54.8204300114,21.06908314565 - 28.09211086086667,21.743863069244995 - 32.25170341683,55.912629434500005 - 74.55017257933333,19.973262902401665 - 39.777895808721325,14.301299224666668 - 25.81499465435334,-0.962283128316665 - 14.264629348566668,58.94843439737335 - 86.94453470053001,89.781103056609 - 119.59419185140598,36.04095924914667 - 51.923225412085,58.584028542004994 - 80.44301975467,124.37477326824502 - 164.29360982583,38.31553989517799 - 51.02703761755199,19.553901600706666 - 27.844206437655,7.973592223000004 - 19.05969683876667,58.01677176643 - 76.30424947028665,4.53649904988 - 5.00146784864,≥ 2.5894939495416662,122.0143726155 - 162.685830154,25.3752415977 - 38.06286239655,75.86913731366666 - 113.80370597049999,27.011165064899995 - 40.51674759734999,4.949685208703333 - 5.398291598151667,2.8299850864366665 - 2.9582336818333332,166.64282711277332 - 206.3002873563867,32.19081827683333 - 47.15959243186667,89.8016445433925 - 119.60942908326166,36.068361797293335 - 51.94094171382,≥ 0.8464093232333332,0.4964304956895 - 0.661907327586,≥ 0.8398328622083334,0.6642849562433334 - 0.8303561953041667,0.527347551368 - 0.65918443921,0.897776585785 - 1.1970354477133334,≥ 0.8894183045499999,0.6273306883493335 - 0.7841633604366669,83.1108419705 - 166.221683941,0.4071000170506666 - 0.5553250127880001,0.4296016818526666 - 0.5722012613895,1.0,1.0,0.0,1.0,1.0,1.0
0.5 - 0.6666666666666666,0.0075433355487 - 0.01131500332305,0.16666666666666666 - 0.3333333333333333,< 0.10050443011633332,0.25139148001 - 0.3351886400133333,≥ 0.24685088561416668,≥ 0.5414903116858334,< 0.12757154200566667,< 0.162306219516,< 0.01384564025228333,< 0.025747728269333,< 0.0068983261326666665,< 0.06132452215366666,< 0.014019845545983331,0.20942592355933332 - 0.314138885339,55.37860674866667 - 83.067910123,39.1333811558 - 48.916726444750005,11.159623583500002 - 33.698432948000004,70.145866799 - 105.2188001985,75.86758666733333 - 113.80138000099998,54.034137948599984 - 67.54267243574998,28.510850872791668 - 60.95629199663335,140.6404382355 - 187.520584314,54.8204300114 - 68.52553751425,≥ 35.11513857608334,21.743863069244995 - 32.25170341683,≥ 93.18771572416667,39.777895808721325 - 59.582528715040986,37.328690084040005 - 48.84238551372667,14.264629348566668 - 29.49154182545,86.94453470053001 - 114.94063500368667,89.781103056609 - 119.59419185140598,51.923225412085 - 67.80549157502334,36.72503732934 - 58.584028542004994,124.37477326824502 - 164.29360982583,51.02703761755199 - 63.738535339925996,36.134511274603334 - 44.42481611155167,19.05969683876667 - 30.145801454533334,≥ 94.59172717414333,4.53649904988 - 5.00146784864,≥ 2.5894939495416662,81.342915077 - 122.0143726155,25.3752415977 - 38.06286239655,75.86913731366666 - 113.80370597049999,54.02233012979999 - 67.52791266224999,4.949685208703333 - 5.398291598151667,2.70173649104 - 2.8299850864366665,126.98536686915998 - 166.64282711277332,47.15959243186667 - 62.1283665869,89.8016445433925 - 119.60942908326166,51.94094171382 - 67.81352163034667,≥ 0.8464093232333332,0.4964304956895 - 0.661907327586,0.6718662897666667 - 0.8398328622083334,0.4982137171825001 - 0.6642849562433334,0.527347551368 - 0.65918443921,0.5985177238566667 - 0.897776585785,≥ 0.8894183045499999,0.4704980162620001 - 0.6273306883493335,83.1108419705 - 166.221683941,0.4071000170506666 - 0.5553250127880001,< 0.28700210231583334,0.0,0.0,0.0,0.0,1.0,0.0
0.3333333333333333 - 0.5,< 0.00377166777435,0.16666666666666666 - 0.3333333333333333,0.20100886023266665 - 0.301513290349,< 0.08379716000333333,< 0.049370177122833335,< 0.10829806233716668,< 0.12757154200566667,< 0.162306219516,< 0.01384564025228333,< 0.025747728269333,< 0.0068983261326666665,< 0.06132452215366666,< 0.014019845545983331,0.20942592355933332 - 0.314138885339,27.689303374333335 - 55.37860674866667,19.5666905779 - 29.35003586685,11.159623583500002 - 33.698432948000004,35.0729333995 - 70.145866799,113.80138000099998 - 151.73517333466665,40.52560346144999 - 54.034137948599984,60.95629199663335 - 93.401733120475,140.6404382355 - 187.520584314,≥ 68.52553751425,28.09211086086667 - 35.11513857608334,32.25170341683 - 42.759543764415,≥ 93.18771572416667,19.973262902401665 - 39.777895808721325,14.301299224666668 - 25.81499465435334,-0.962283128316665 - 14.264629348566668,58.94843439737335 - 86.94453470053001,59.968014261811994 - 89.781103056609,36.04095924914667 - 51.923225412085,36.72503732934 - 58.584028542004994,124.37477326824502 - 164.29360982583,38.31553989517799 - 51.02703761755199,27.844206437655 - 36.134511274603334,7.973592223000004 - 19.05969683876667,76.30424947028665 - 94.59172717414333,4.53649904988 - 5.00146784864,≥ 2.5894939495416662,162.685830154 - 203.3572876925,25.3752415977 - 38.06286239655,113.80370597049999 - 151.7382746273333,40.51674759734999 - 54.02233012979999,4.949685208703333 - 5.398291598151667,2.8299850864366665 - 2.9582336818333332,126.98536686915998 - 166.64282711277332,32.19081827683333 - 47.15959243186667,59.99386000352333 - 89.8016445433925,36.068361797293335 - 51.94094171382,≥ 0.8464093232333332,0.330953663793 - 0.4964304956895,0.6718662897666667 - 0.8398328622083334,0.3321424781216667 - 0.4982137171825001,0.527347551368 - 0.65918443921,0.2992588619283334 - 0.5985177238566667,≥ 0.8894183045499999,0.31366534417466674 - 0.4704980162620001,83.1108419705 - 166.221683941,0.25887502131333334 - 0.4071000170506666,0.28700210231583334 - 0.4296016818526666,1.0,1.0,1.0,1.0,1.0,1.0
0.16666666666666666 - 0.3333333333333333,0.00377166777435 - 0.0075433355487,< 0.16666666666666666,0.301513290349 - 0.4020177204653333,< 0.08379716000333333,< 0.049370177122833335,< 0.10829806233716668,< 0.12757154200566667,< 0.162306219516,< 0.01384564025228333,< 0.025747728269333,< 0.0068983261326666665,0.06132452215366666 - 0.12264904430733332,0.028039691091966662 - 0.04205953663795,< 0.10471296177966666,27.689303374333335 - 55.37860674866667,9.78334528895 - 19.5666905779,11.159623583500002 - 33.698432948000004,35.0729333995 - 70.145866799,75.86758666733333 - 113.80138000099998,40.52560346144999 - 54.034137948599984,60.95629199663335 - 93.401733120475,140.6404382355 - 187.520584314,41.11532250855 - 54.8204300114,21.06908314565 - 28.09211086086667,21.743863069244995 - 32.25170341683,55.912629434500005 - 74.55017257933333,19.973262902401665 - 39.777895808721325,37.328690084040005 - 48.84238551372667,< -0.962283128316665,58.94843439737335 - 86.94453470053001,89.781103056609 - 119.59419185140598,51.923225412085 - 67.80549157502334,58.584028542004994 - 80.44301975467,164.29360982583 - 204.212446383415,51.02703761755199 - 63.738535339925996,36.134511274603334 - 44.42481611155167,7.973592223000004 - 19.05969683876667,≥ 94.59172717414333,5.00146784864 - 5.46643664741,≥ 2.5894939495416662,162.685830154 - 203.3572876925,12.68762079885 - 25.3752415977,75.86913731366666 - 113.80370597049999,40.51674759734999 - 54.02233012979999,4.949685208703333 - 5.398291598151667,≥ 2.9582336818333332,166.64282711277332 - 206.3002873563867,32.19081827683333 - 47.15959243186667,89.8016445433925 - 119.60942908326166,51.94094171382 - 67.81352163034667,≥ 0.8464093232333332,0.330953663793 - 0.4964304956895,0.6718662897666667 - 0.8398328622083334,0.3321424781216667 - 0.4982137171825001,0.527347551368 - 0.65918443921,0.2992588619283334 - 0.5985177238566667,≥ 0.8894183045499999,0.31366534417466674 - 0.4704980162620001,83.1108419705 - 166.221683941,0.4071000170506666 - 0.5553250127880001,0.4296016818526666 - 0.5722012613895,0.0,0.0,0.0,1.0,1.0,0.0
0.3333333333333333 - 0.5,0.00377166777435 - 0.0075433355487,0.16666666666666666 - 0.3333333333333333,0.4020177204653333 - 0.5025221505816666,< 0.08379716000333333,< 0.049370177122833335,< 0.10829806233716668,< 0.12757154200566667,< 0.162306219516,< 0.01384564025228333,< 0.025747728269333,< 0.0068983261326666665,< 0.06132452215366666,< 0.014019845545983331,0.314138885339 - 0.41885184711866663,27.689303374333335 - 55.37860674866667,19.5666905779 - 29.35003586685,11.159623583500002 - 33.698432948000004,70.145866799 - 105.2188001985,113.80138000099998 - 151.73517333466665,40.52560346144999 - 54.034137948599984,93.401733120475 - 125.84717424431668,140.6404382355 - 187.520584314,≥ 68.52553751425,21.06908314565 - 28.09211086086667,≥ 42.759543764415,≥ 93.18771572416667,19.973262902401665 - 39.777895808721325,14.301299224666668 - 25.81499465435334,-0.962283128316665 - 14.264629348566668,58.94843439737335 - 86.94453470053001,89.781103056609 - 119.59419185140598,36.04095924914667 - 51.923225412085,36.72503732934 - 58.584028542004994,124.37477326824502 - 164.29360982583,38.31553989517799 - 51.02703761755199,27.844206437655 - 36.134511274603334,7.973592223000004 - 19.05969683876667,76.30424947028665 - 94.59172717414333,4.53649904988 - 5.00146784864,≥ 2.5894939495416662,162.685830154 - 203.3572876925,25.3752415977 - 38.06286239655,113.80370597049999 - 151.7382746273333,40.51674759734999 - 54.02233012979999,4.949685208703333 - 5.398291598151667,2.8299850864366665 - 2.9582336818333332,126.98536686915998 - 166.64282711277332,32.19081827683333 - 47.15959243186667,89.8016445433925 - 119.60942908326166,36.068361797293335 - 51.94094171382,≥ 0.8464093232333332,0.330953663793 - 0.4964304956895,0.6718662897666667 - 0.8398328622083334,0.3321424781216667 - 0.4982137171825001,0.527347551368 - 0.65918443921,0.2992588619283334 - 0.5985177238566667,≥ 0.8894183045499999,0.31366534417466674 - 0.4704980162620001,< 83.1108419705,< 0.25887502131333334,0.28700210231583334 - 0.4296016818526666,0.0,1.0,1.0,1.0,1.0,1.0
